image_name,mask_id,title,author,tag,isbn,not_book,not_in_db,segmentation_merged_books,series,section,ocr
20221128_110539_1.jpg,28,"Love me, Tinder : una mirada crítica a lo que ellos ofrecen ","Gómez Gabriel, Núria",177.6 Gom,9788499987606,False,False,False,,16 -17 Logica Teoria del coneixement. Ètica,"MEZ GABRIEL Y ESTELA ORTIZ LOVE ME,TINDER 77.6 Gom"
20221128_110539_0.jpg,30,Racionalidad revolucionaria : apuntes de epistemología para el materialismo histórico/dialéctico ,"González Soriano, José A.",16 Gon,,False,False,False,Razón y sociedad   63,16 -17 Logica Teoria del coneixement. Ètica,RS González Soriano Racionalidad revolucionaria Gon 16
20221128_110539_0.jpg,28,Este libro no existe : aventuras en el mundo de las paradojas ,"Hayden, Gary",16 Hay,9788475566764,False,False,False,,16 -17 Logica Teoria del coneixement. Ètica,Este ubro no existe Hay 16
20221128_110539_0.jpg,2,Ética ,"Hartmann, Nicolai",17 Har,,False,False,False,Ariel filosofía   10,16 -17 Logica Teoria del coneixement. Ètica,ÉTICA FILOSOFÍA ARTMANN 17 Har
20221128_110539_0.jpg,1,Textos clave de la ética , ,17 Tex,9788430954698,False,False,False,Ventana abierta (Tecnos),16 -17 Logica Teoria del coneixement. Ètica,CLAVE TEXTOS Martho Polocio Michelle Piperbe ÉTICA Norbert Bilbeny ( 17 Tex
20221128_110655_0.jpg,2,La Expresión y lo interno ,"Finkelstein, David H.",1(Fin),9788483672594,False,False,False,Pensamiento (KRK),1 Filosofia,1(Fin)
20221128_110655_0.jpg,4,Ser humano : un cambio radical de la mente ,"Krishnamurti, Jiddu, 1895-1986",1(Kri),9788484455028,False,False,False,Krishnamurti,1 Filosofia,1(Kri) Ser Humano
20221128_110524_1.jpg,19,Factfulness : el món va millor del que et penses : deu raons que fan que no el vegis tal com és ,"Rosling, Hans, 1948-2017",155 Ros,9788416863488,False,False,False,,15 Psicologia,a della Street a E - Hans Rosling una Anna Ola Roaling Resling Rönntand ULNESS Ros
20221128_110524_1.jpg,28,Hygge : la receta de la felicidad : cómo disfrutar más con lo que ya tenemos ,"Søderberg, Marie Tourell",155 Sod,9788416449644,False,False,False,,15 Psicologia,MARIE TOURELL SODERBERG HYGGE
20221128_110524_1.jpg,26,El Poder del ahora : un camino hacia la realización espiritual ,"Tolle, Eckhart",155 Tol,9788484452065,False,False,False,,15 Psicologia,Eckhart Tolle EL PODER DEL AHC
20221128_110524_1.jpg,29,"Gent tòxica : [les persones que ens compliquen la vida, i com evitar que continuïn fent-ho] ","Stamateas, Bernardo",155 Sta,9788466654449,False,False,False,,15 Psicologia,GENT TÒXICA NARDO STAMATEAS
20221128_110706_0.jpg,15,Filosofía de la imaginación : Averroes y el averroismo ,"Coccia, Emanuele",1 04/14  Coc,9789871156924,False,False,False,Filosofía e historia (Hidalgo),1 Filosofia,Filosofía de la imaginación
20221128_104801_0.jpg,8,Diccionario de citas de filosofía : 12 conceptos fundamentales en sus textos , ,1(03) Dic,9788492724208,False,False,False,Diccionarios (Maia),1 Filosofia,FERNANDO MARTÍNEZ LLORCA SEBASTIAN SALGADO GONZÁLEZ Maia E CITAS DE FILOSOFÍA FCO. JAVIER HERNANDEZ GONZÁLEZ 1(03) Dic PABLO REDONDO SÁNCHEZ
20221128_110514_3.jpg,21,Memoria : todo lo que necesita saber para no olvidarse de las cosas : [guía de la Facultatd de Medicina de Harvard] ,"Nelson, Aaron P.",153 Nel,9788449320873,False,False,False,Cuerpo y salud (Paidós)   70,15 Psicologia,70 MEMORIA Nelson / Susan Gilbert 153 Nel
20221128_110514_3.jpg,11,Conexión cuántica : claves para convertir lo imaginado en realidad : cómo sincronizar con todo lo que deseas ,"Saint-Aymour, Joaquín de",153 Sai,,False,False,False,Psicología (Obelisco),15 Psicologia,S NEXIÓN QUÁNTICA Joaquin de Saint Aymour 153 Sai
20221128_110655_1.jpg,31,Estrès i llibertat ,"Sloterdijk, Peter",1(Slo),9788494468018,False,False,False,,1 Filosofia,Peter Feser Storerdigk Wibertai i E S (OTS)T
20221128_110655_1.jpg,1,Cartas filosóficas   Tratado sobre la tolerancia   Diccionario filosófico   Opúsculos   Cuentos   Memorias para servir a la vida de Voltaire escritas por él mismo ,"Voltaire, 1694-1778",1(Vol),9788424917562,False,False,False,Biblioteca de grandes pensadores,1 Filosofia,Voltaire DICCIONARIO FILOSOFICO CARTAS FILOSOFICAS CUENTOS 1(Vol)
20221128_110524_0.jpg,30,Brújula para navegantes emocionales ,"Punset, Elsa",155 Pun,,False,False,False,,15 Psicologia,Elsa Punset Brujula para navegantes emocionales 155 Pun
20221128_105001_0.jpg,2,"El Libro de la psicología : del chamanismo a la neurociencia de vanguardia, 250 hitos de la historia de la psicología ","Pickren, Wade E.",15(09) Pic,9789089984937,False,False,False,,15 Psicologia,Síndrome de Locura circu Fre Fis Complejo de Wade E. Pickren Sin Sín Per Psi Efe Cronometría Sin LA DE e de rome de Ter Hist Neu Neu Sin Dis Psi Esc a se Psi Efe Ter IBRO ia EL e de ión S ia ex lacer elect ansm e de cia C 15(09) Pic exp renia a de awth ogn Psi Neuronas est Tra panálisis IPSICOL ГНТТР roin POTALIBSA
20221128_105001_0.jpg,35,"Diagnóstico vincular : sujeto, pareja, familia ", ,150.195 Dia,9789506494452,False,False,False,,15 Psicologia,Sara Amores M Cristina Deprati Elias Klubok Héctor Rubinetti DIAGNÓSTICO VINCULAR LE 150.195 Dia
20221128_105001_0.jpg,4,Optimismo inteligente : psicología de las emociones positivas ,"Avia, María Dolores",152 Avi,9788491049623,False,False,False,13/20,15 Psicologia,Optimismo inteligente Avia y Carmelo Vázquez 152 Avi
20221128_104937_0.jpg,40,Li deien pare : quan l'horror es disfressa d'amor i família ,"Porta, Carles (Periodista)",155.3 Por,9788498093599,False,False,False,Pòrtic   92,16 -17 Logica Teoria del coneixement. Ètica,Portic Carles Porta Li deienpare 155.3 Por
20221128_104937_0.jpg,29,De crisálida a mariposa : adolescencia: una mirada sin miedo : (desde los siete a los dieciocho años) ,"González Vara, Yolanda",155.5 Gon,9788491875895,False,False,False,,16 -17 Logica Teoria del coneixement. Ètica,DE CRISÁLIDA A MARIPOSA YOLANDA GONZÁLE con Gigst
20221128_104937_0.jpg,14,Psicología clínica basada en la evidencia , ,157 Psi,9788436826166,False,False,False,Psicología (Pirámide),16 -17 Logica Teoria del coneixement. Ètica,Francisco Javier Labrador María Crespo López (Coords.) ÍA CLÍNICA BASADA EN LA EVIDENCIA 157 Psi
20221128_104937_0.jpg,3,Avances en psicología del deporte , ,158 Ava,9788499104973,False,False,False,,16 -17 Logica Teoria del coneixement. Ètica,Aleju Garcia-Naveira Vaamonde ! ICOLOGÍA DEL DEPORTE 158 Ava
20221128_104937_0.jpg,8,Insta-brain : cómo nos afecta la dependencia digital en la salud y en la felicidad ,"Hansen, Anders",158 Han,9788491875697,False,False,False,,16 -17 Logica Teoria del coneixement. Ètica,ANDERS HANSEN INSTA-BRA 158 Han
20221128_104937_0.jpg,4,"Vinculaciones afectivas : apego, amistad y amor ","Lafuente, Mª Josefa",158 Laf,9788436824179,False,False,False,Biblioteca universitaria (Pirámide),16 -17 Logica Teoria del coneixement. Ètica,Vinculaciones afectivas Maria Josefa Lafuente Benaches Maria José Canuero Lopez 158 Laf
20221128_104801_2.jpg,7,"Impertinentes : el desgarro de pensar : Tomás de Aquino, Aristóteles, San Agustín, Bergman, Camus, Descartes, Freud, Génesis, Heidegger, Husserl, Kant, Lévy-Strauss, Marx, Nietzsche, San Pablo, Platón, Sartre, Shakespeare, Unamuno, Wittgenstein, San Juan de la Cruz ","Fullat, Octavi",1(09) Ful,9788447539840,False,False,False,Pedagogías UB,1 Filosofia,Octavi Fullat Impertinentes 1 (09) Ful
20221128_104801_2.jpg,2,Historia de la filosofía,"Hirschberger, Johannes",1(09) Hir,9788425425035 (vol. 1),False,False,False,,1 Filosofia,"Filosofía Historia Hirschberger iedad, Edad Media, 1(09) Hir Renacimiento"
20221128_104801_2.jpg,32,Pensar la filosofía hoy , ,1 Pen,9788492751976,False,False,False,,1 Filosofia,Jobé Ignagio Calparage Xabier Insaucti la Filosofía hoy 1 Pen P
20221128_110514_0.jpg,1,Psicología ,"Myers, David G.",15 Mye,9788498353167,False,False,False,,15 Psicologia,ga EDICIÓN Myers 15 Mye Psicología the the ЛЕБЕРА Myers
20221128_110514_0.jpg,28,La Ira ,"Pérez Nieto, Miguel Ángel",152 Per,9788494308048,False,False,False,"Psicología, bienestar y salud   5",15 Psicologia,Miguel Angel Pérez Nieto - Ines Magán Ucedo RA 152 Per
20221128_110558_0.jpg,33,"Religión secular : una polémica contra la malinterpretación de la filosofía social, la ciencia y la política modernas como  nuevas religiones  ","Kelsen, Hans, 1881-1973",261 Kel,9788498795875,False,False,False,Estructuras y procesos (Trotta),2 Religió,RELICION SECULAR MANS KELSEN 261 Kel
20221128_104912_0.jpg,5,Les Religions a Catalunya , ,21 Rel,,False,False,False,Argent viu   129,2 Religió,21 Rel Catalunya Josep Lluís Carod-Rovira (ed.)
20221128_104912_1.jpg,10,"Evangelis : de Marc, Mateu, Lluc i Joan, amb els Fets dels Apòstols, la Carta de Pau als Romans i el llibre de l'Apocalipsi ", ,225 Bib,8484377148,False,False,False,A tot vent   422,2 Religió,422 EVANGELIS 225 Bib
20221128_104912_1.jpg,2,Evangelis apòcrifs gnòstics , ,229 Eva,,False,False,False,A tot vent   649,2 Religió,649 ELS EVANGELIS APÒCRIFS: TEXTOS GNÒSTICS 229 Eva
20221128_104912_1.jpg,9,La Bíblia , ,22 Bib,,False,False,False,,2 Religió,AO 225 Bib
20221128_104912_1.jpg,1,La Bíblia , ,22 Bib,,False,False,False,,2 Religió,LA BÍBLIA 22 Bib
20221128_110618_0.jpg,20,101 cuentos Zen , ,294 101,9788481099263,False,False,False,,29 Mitologia,Galaxia 294 101 Nyogen Senzakiy Paul Reps 101 cuentos zen Circulo
20221128_104900_0.jpg,2,Diccionario de mitologías ,"Bonnefoy, Yves, 1923-2016",29(03) Bon,9788408092681,False,False,False,BackList clásicos,29 Mitologia,"Diccionario de mitologías Yves Bonnefoy Ramayana Toro con tres grullas Ritona Totalidad divina Roma Totemismo Rosmerta Tristán e Iseo Sacrificio Trueno Sangre Tupi-guarani Turcos y mongoles Ugarit Ugrofineses Ulises Umbro-sabelios Vamana Vanes Semitas occidentales Vasistha/Visvamitra Serapis Vayu Siberia Venetos Siete Venus Signos graficos Veretharaghna Silvano Ver sacrum Siria Vesta Sirona Vientos Skanda Vietnam Smertrios Soberania So Soma Sucellus Taoismo Taranis Teseo Teshup u/siva Tetis cano Teutates, Tutatis Tiber gos Tierra ba 29(03) Bon < BL"
20221128_104900_0.jpg,24,Contra todos los dioses : seis discursos sobre la religión y un ensayo sobre la bondad ,"Grayling, Anthony C.",291 Gra,9788434469822,False,False,False,,29 Mitologia,A.C.Grayling LOS DIOSES 291 Gra
20221128_104900_0.jpg,6,Les Altres religions : minories religioses a Catalunya , ,29 Est,8483346001,False,False,False,,29 Mitologia,Joan Estruch Joan Gómez i Segalà Maria del Mar Griera . Agustí Iglesias RELIGIOSES A CATALUNYA LTRES RELIGIONS 29 Est
20221128_105359_0.jpg,14,Las Trampas del deseo : cómo controlar los impulsos irracionales que nos llevan al error ,"Ariely, Dan",339 Ari,9788434453678,False,False,False,,33 Economia,339 Ari Dan Ariely LAS TRAMPAS DEL DESEO
20221128_105359_0.jpg,9,Repensar la pobreza : un giro radical en la lucha contra la desigualdad global ,"Banerjee, Abhijit V.",339 Ban,9788430609031,False,False,False,,33 Economia,taurus 339 Ban REPENSAR LA POBREZA rjee y Esther Duflo REPE
20221128_105359_0.jpg,8,Mundo consumo : ética del individuo en la aldea global ,"Bauman, Zygmunt, 1925-2017",339 Bau,9788449323393,False,False,False,Paidós contextos   175,33 Economia,339 Bau Zygmunt Bauman Mundo consumo
20221128_105604_0.jpg,6,El Libro de la ley , ,34 Lib,9788446050087,False,False,False,"Grandes ideas, explicaciones sencillas",34 Dret,EL LIBRO LEY DE LA 34 Lib DK و akal V BESO VEZ
20221128_105508_2.jpg,18,La Sociedad de la ignorancia , ,301.15 Soc,9788499420905,False,False,False,Atalaya (Península)   417,30 Sociologia,"417 LA SOCIEDAD DE LA IGNORANCIA AL MAYOS ANTONI BREY (EDS.), N CAMPAS. DANIEL INNERARITY 301.15 Soc FERRAN RUIZ MARINA SUBIRATS"
20221128_105338_1.jpg,11,"10.000 refranys catalans, 370 frases fetes ", ,398.9(46.71) 100,,False,False,False,,37 Ensenyament,398.9(46.71) 100 0 REFRANYS CATALANS 370 FRASES FETES Josep Pujol i Vila
20221128_105359_2.jpg,1,Capital i ideologia ,"Piketty, Thomas",339 Pik,,False,False,False,,33 Economia,THOMAS CAPITAL 339 Pik PIKETTY ¡IDEOLOGIA
20221128_105359_2.jpg,8,Consumidor consciente : un recorrido por su toma de decisiones ,"Rodríguez Rodríguez, Sergio",339 Rod,9788418415739,False,False,False,Libros profesionales de empresa,33 Economia,CONSUMIDOR CONSCIENTE
20221128_105411_2.jpg,8,Fundamentos de economía ,"Krugman, Paul R.",330.1 Kru,9788429126280,False,False,False,,33 Economia,U/A EDICIÓN YONNOOS I | Amdomentales I United I B salinas en او capcionese incers I all que modelo ejem 10 and aplican sus correcta como your dos passes obtie- dada Paul Krugman ha you due sido reconoci- publicas econtonico Politica LOOKIN FUNDAMENTOS DE ECONOMÍA EDICIÓN 330.1 Kru
20221128_105355_1.jpg,28,Indecentes : crónica de un atraco perfecto : por qué lo llaman crisis cuando es estafa ,"Ekaizer, Ernesto",338.97 Eka,9788467007442,False,False,False,,33 Economia,ECENTES Ernesto Ekaizer .97 Eka
20221128_105355_1.jpg,9,"Inside job : la crisis financiera se llevó por delante los ahorros, los empleos y los sueños de millones de personas... [etc.] ","Ferguson, Charles",338.97 Fer,9788423412631,False,False,False,,33 Economia,Charles Ferguson INSIDE JOB
20221128_105355_1.jpg,22,La Casa de la deuda : las causas y las soluciones de la Gran Recesión ,"Mian, Atif",338.97 Mia,9788490565254,False,False,False,Economía (RBA),33 Economia,ATIF MIAN- AMIR SUFI La casa de la deu PTW 16.88E
20221128_105411_0.jpg,15,Entorno económico : instrumentos para su análisis , ,33 Ent,9788436822564,False,False,False,Economía y empresa (Pirámide),33 Economia,J. Serrano Pérez (dir.) G Durán Rome and Guimón de Ros Entorno económico
20221128_105611_0.jpg,8,"Llums i taquígrafs : atles de la corrupció, el frau i la impunitat als Països Catalans ", ,343.3 Llu,9788486469955,False,False,False,Llibres per la Unitat Popular,34 Dret,"L Causes, efectes i costos Llums i taquígrafs Atles ila in"
20221128_105611_0.jpg,12,El Método : la verdad sobre la agencia de detectives Método 3  y su caída. Una historia de chantajes y mentiras  ,"Marco, Francisco",343.3 Mar,9788499709437,False,False,False,,34 Dret,"FRANCISCO MARCO ""MÉTODO IN 343.3 Mar"
20221128_105415_1.jpg,6,Ibex 35 : una historia herética del poder en España ,"Juste, Rubén",332 Jus,9788494588686,False,False,False,,33 Economia,35 332 Jus
20221128_105415_1.jpg,23,"Votar y cobrar : la impunidad como forma de gobierno : [la verdadera historia del caso Bankia, la filtración de los 'correos de Blesa' y las tarjetas black] ","Levi, Simona",332 Lev,9788494645266,False,False,False,,33 Economia,AR Y COBRAR 332 Lev
20221128_105430_0.jpg,14,Ciència política per a principiants ,"Bosch, Agustí",32 Bos,,False,False,False,,32 Política,Ciència edition principlants 32 Bos Ciencia eden
20221128_105430_0.jpg,32,"El Camp polític : nous desafiaments a la democràcia del segle XXI : [conferència, textos i entrevista amb Philippe Fritsch] ","Bourdieu, Pierre, 1930-2002",32 Bou,9788416919796,False,False,False,Claus contemporànies,32 Política,El camp polític 32 Bou g
20221128_105430_0.jpg,16,Historia del pensamiento político del siglo XX , ,32 His,9788446030010,False,False,False,Akal universitaria   342,32 Política,32 His TERENCE BALL 342 a RICHARD BELLAMY (EDS.) HISTORIA DEL PENSAMIENTO POLICE MILLO XX
20221128_105430_0.jpg,22,La Política en tiempos de indignación ,"Innerarity, Daniel",32 Inn,9788416495016,False,False,False,,32 Política,32 Inn e entiempos de Indignacion
20221128_110439_0.jpg,3,Océanos sin ley : viajes a través de la última frontera salvaje ,"Urbina, Ian",343.7 Urb,9788412135480,False,False,False,,34 Dret,CAANOS SIN LEY 343.7 Urb
20221128_110439_0.jpg,40,"La Ciencia en la sombra : los crímenes más célebres de la historia, las series y el cine a la luz de la ciencia forense ","Mulet, J. M.",343.9 Mul,,False,False,False,Imago mundi (Destino)   282,34 Dret,La ciencia en la sombra J M. Mulet Francisco Perez Fernandez 343.9 Mul res 343.9 Per
20221128_110439_0.jpg,41,Mentes criminales : el crimen en la cultura popular contemporánea ,"Pérez Fernández, Francisco",343.9 Per,9788499672298,False,False,False,Biblioteca del crimen,34 Dret,crimina
20221128_105447_1.jpg,3,Memorias de un exnazi ,"Saavedra, David",329(46) Saa,,False,False,False,SineQuaNon,32 Política,SINE QUA NON MEMORIAS DE UN EXNAZI DAVID SAA 329(46) Saa
20221128_103204_1.jpg,18,"Y yo, ¿qué me pongo? : la solución definitiva para transformar y mejorar la imagen del hombre ","Olivé, Elisabet",391 Oli,9788448067717,False,False,False,,"3 Moda, Confecció Tèxtil","Y yo, ¿qué me pongo? Guais Montse"
20221128_105500_1.jpg,5,"Vírgenes, esposas, amantes y putas ","Miller, Amarna",30.055.2 Mil,,False,False,False,,30 Sociologia,"RNA MILLER I VÍRGENES, ESPOSAS, AMANTES Y PUTAS VIRGENES"
20221128_105403_0.jpg,9,Diccionario fácil de términos de seguros : contrata tu seguro sin riesgo alguno,,368 Dic,,False,False,False,,33 Economia,368 Dic
20221128_105611_1.jpg,18,"Reforma laboral 2012 : ánalisis y comparativa con la normativa anterior, resumen y aspectos más novedosos de las materias reformadas, supuestos prácticos con soluciones ","Pérez Pérez, Jorge",351.83 Per,9788415394563,False,False,False,Jurídica (Adams),34 Dret,Colección juridica Reforma Laboral 2012 351.83 Per
20221128_105611_1.jpg,30,"Auxiliar administratiu. Temari i qüestionaris, adenda : Diputació de Barcelona ","Rojo Franco, Encarna",352.0 Roj,9788413272221,False,False,False,,34 Dret,Con 0.79E Auxillar Administratiu Addenda
20221128_105439_1.jpg,2,"La Creación de una sociedad del aprendizaje : una nueva aproximación al crecimiento, el desarrollo y el progreso social ","Stiglitz, Joseph E.",304 Sti,,False,False,False,Ensayo (La Esfera de los Libros),32 Política,Joseph Е. Stiglitz Bruce C. Greenwald A CREACIÓN DE UNA SOCIEDAD DEI APRENDIZAJE leaonk г 304
20221128_105439_1.jpg,22,Manual de desobediència civil ,"Engler, Mark",323.2 Eng,,False,False,False,,32 Política,E DESOBEDIÊNCIA CIVIL MARK ENGLER PAUL ENGLER 323.2 Eng
20221128_105439_1.jpg,3,Lobo : un topo en las entrañas de ETA ,"Cerdán, Manuel",323.2(46.6) Cer,,False,False,False,,32 Política,123RF is CEL anuel CERDÁN LOBO Antonio RUBIO
20221128_105439_1.jpg,31,La Inmigración en España : retos y propuestas ,"Pajares, Miguel",325.1(46) Paj,8474263719,False,False,False,Antrazyt. Castellà   119,32 Política,S I 6 325.1(46) Paj
20221128_105508_0.jpg,9,Fake news : la nueva arma de destrucción masiva : cómo se utilizan las noticias falsas y los hechos alternativos para desestabilizar la democracia ,"Alandete, David",301.15 Ala,,False,False,False,,30 Sociologia,David Alandete 301.15 Ala FAKE NEWS: DESTRUCCIO LA NUEVA A #
20221128_105508_0.jpg,3,Wikileaks per dins : la meva vida a la web més perillosa del món ,"Domscheit-Berg, Daniel",301.15 Dom,9788496735590,False,False,False,La Campana (La Campana)   334,30 Sociologia,301.15 Dom WikiLeaks
20221128_105508_0.jpg,2,Fanáticos : la cultura fan , ,301.15 Fan,9788490299746,False,False,False,Comunicación (Universitat Oberta de Catalunya)   26,30 Sociologia,"301.15 Fan 26 ticos Daniel Aranda, Jordi Sánchez-Navarro, Antoni Roig (eds.)"
20221128_105415_0.jpg,10,La Renta básica : un derecho para todos y para siempre ,"Standing, Guy (Economista)",331.2 Sta,9788494769474,False,False,False,,33 Economia,331.2 Sta STANDING LA RENTA BÁSICA
20221128_105415_0.jpg,13,El Auge de los robots : la tecnología y la amenaza de un futuro sin empleo ,"Ford, Martin",331.4 For,9788449332302,False,False,False,Paidós contextos   49,33 Economia,331.4 For J FORD PELOSRODOTC
20221128_105415_0.jpg,12,El Precariado : una nueva clase social ,"Standing, Guy (Economista)",331.6 Sta,,False,False,False,,33 Economia,Guy Standing EL PRECAR ARO
20221128_105359_1.jpg,1,Diccionario de trabajo social , ,361 Dic,9788420673806,False,False,False,,33 Economia,FF 361 Dic CCIONARIO ández Garcia / Rafael DE TRABAJO de Lorenzo / Octavio SOCIAL Vázquez (eds.)
20221128_105355_0.jpg,4,Estructura económica internacional ,"Tamames, Ramón",338(100) Tam,9788420691350,False,False,False,,33 Economia,RAMÓN TAMAMES y Begoña G. Huerta 338(100) Tam UCTURA ECONOMICA INTERNACIONAL
20221128_105355_0.jpg,9,Decrecimiento : un vocabulario para una nueva era , ,338 Dec,9788498886627,False,False,False,Antrazyt. Castellà   427,33 Economia,"338 Dec Decrecimiento 427 GIACOMO D'ALISA, FEDERICO DEMARIA y-Gionnoj the"
20221128_105355_0.jpg,12,Los Días que vivimos peligrosamente : la trastienda de la peor crisis económica que ha vivido España ,"Guindal, Mariano",338(46) Gui,9788408006916,False,False,False,,33 Economia,338(46) Gui S QUE ARROSAMENTE MARIANO GUINDAL
20221128_105355_0.jpg,16,"Nous factors de competivitat : conceptes, teories i mètriques per a l'economia i les empreses de Catalunya ","Torrent i Sellens, Joan",338(46.71) Tor,9788490299722,False,False,False,Economia i empresa (Universitat Oberta de Catalunya)   211,33 Economia,338 (46. 71 ACTORS DE COMPETITIVITAT Tor
20221128_105355_0.jpg,28,La Silenciosa conquista china : una investigación por 25 países para comprender cómo la potencia del siglo XXI está forjando su futura hegemonía ,"Cardenal, Juan Pablo",338(51) Car,9788498922578,False,False,False,Memoria crítica,33 Economia,LA SILENCIOSA CONQUISTA CHINA
20221128_110447_0.jpg,7,Cos administratiu Generalitat de Catalunya, ,353 Cos,,False,False,False,,34 Dret,Generalitat DE Catalunya Temari 1 353 Cos S Administratiu
20221128_105508_3.jpg,21,"La Cultura de la satisfacción : los impuestos, ¿para qué?, ¿quiénes son los beneficiarios? ","Galbraith, John Kenneth, 1908-2006",304 Gal,8434414066,False,False,False,La Sociedad económica (Ariel),30 Sociologia,J. K. Galbraith LA CULTURA DE LA SATISFACC 304 Gal
20221128_105508_3.jpg,18,Redes de indignación y esperanza : los movimientos sociales en la era de internet ,"Castells, Manuel",323.2 Cas,,False,False,False,,30 Sociologia,Manuel Castells NDIGNACIÓN Y ESPERANZA 323.2 Cas
20221128_105508_3.jpg,30,ISIS : el retorno de la Yihad ,"Cockburn, Patrick",323.2 Coc,,False,False,False,Actual (Ariel)   14,30 Sociologia,14 PATRICK COCKBURN SIS EL RETORNO DE LA YIHAD 323.2 Coc
20221128_105508_3.jpg,16,La Democracia del futuro : del 15M a la emergencia de una sociedad civil viva , ,323.2 Dem,,False,False,False,Participación democrática,30 Sociologia,f I I I La democracia del futuro
20221128_105332_1.jpg,8,Caníbales y reyes : los orígenes de la cultura ,"Harris, Marvin, 1927-2001",39 Har,9788420674315,False,False,False,Biblioteca de autor (Alianza),37 Ensenyament,Harris 39 Har
20221128_110646_0.jpg,0,,,,,True,False,False,,0 Obres Generals,BEGLE XIX 070 Ara 070 Can
20221128_110646_0.jpg,16,,,,,False,False,True,,0 Obres Generals,ISABEL+CATOLIC I I I
20221128_110646_0.jpg,11,Mis ideas y opiniones ,"Einstein, Albert, 1879-1955",04 Ein,,False,False,False,Conjeturas (Antoni Bosch),0 Obres Generals,Mis ideas y septiones Albert Einstein
20221128_110646_0.jpg,5,,,,,True,False,False,,0 Obres Generals,04 Ein
